Timestamp;Entity Name;Bedroom CO2
2024-03-14 09:59:15;64fb7a0be9679f7ed8ef834c;848.42
2024-03-14 10:09:15;64fb7a0be9679f7ed8ef834c;829.32
2024-03-14 10:19:15;64fb7a0be9679f7ed8ef834c;881.6
2024-03-14 10:29:15;64fb7a0be9679f7ed8ef834c;837.36
2024-03-14 10:39:15;64fb7a0be9679f7ed8ef834c;840.38
2024-03-14 10:49:15;64fb7a0be9679f7ed8ef834c;847.42
2024-03-14 10:59:15;64fb7a0be9679f7ed8ef834c;831.33
2024-03-14 11:09:15;64fb7a0be9679f7ed8ef834c;836.36
2024-03-14 11:19:15;64fb7a0be9679f7ed8ef834c;844.4
2024-03-14 11:29:15;64fb7a0be9679f7ed8ef834c;883.61
2024-03-14 11:39:15;64fb7a0be9679f7ed8ef834c;899.69
2024-03-14 11:49:15;64fb7a0be9679f7ed8ef834c;934.87
2024-03-14 11:59:15;64fb7a0be9679f7ed8ef834c;882.6
2024-03-14 12:09:15;64fb7a0be9679f7ed8ef834c;904.72
2024-03-14 12:19:15;64fb7a0be9679f7ed8ef834c;850.43
2024-03-14 12:29:15;64fb7a0be9679f7ed8ef834c;868.53
2024-03-14 12:39:15;64fb7a0be9679f7ed8ef834c;892.65
2024-03-14 12:49:15;64fb7a0be9679f7ed8ef834c;886.62
2024-03-14 12:59:15;64fb7a0be9679f7ed8ef834c;910.75
2024-03-14 13:23:23;64fb7a0be9679f7ed8ef834c;906.73
2024-03-14 13:33:23;64fb7a0be9679f7ed8ef834c;916.78
2024-03-14 13:43:23;64fb7a0be9679f7ed8ef834c;980.11
2024-03-14 13:53:23;64fb7a0be9679f7ed8ef834c;945.93
2024-03-14 14:03:23;64fb7a0be9679f7ed8ef834c;754.94
2024-03-14 14:13:23;64fb7a0be9679f7ed8ef834c;644.36
2024-03-14 14:23:23;64fb7a0be9679f7ed8ef834c;692.61
2024-03-14 14:33:23;64fb7a0be9679f7ed8ef834c;667.48
2024-03-14 14:43:23;64fb7a0be9679f7ed8ef834c;680.55
2024-03-14 14:53:23;64fb7a0be9679f7ed8ef834c;690.6
2024-03-14 15:03:23;64fb7a0be9679f7ed8ef834c;684.57
2024-03-14 15:13:23;64fb7a0be9679f7ed8ef834c;732.82
2024-03-14 15:23:23;64fb7a0be9679f7ed8ef834c;846.41
2024-03-14 15:33:23;64fb7a0be9679f7ed8ef834c;732.82
2024-03-14 15:43:23;64fb7a0be9679f7ed8ef834c;772.02
2024-03-14 15:53:23;64fb7a0be9679f7ed8ef834c;925.83
2024-03-14 16:03:23;64fb7a0be9679f7ed8ef834c;991.17
2024-03-14 16:13:23;64fb7a0be9679f7ed8ef834c;980.11
2024-03-14 16:23:23;64fb7a0be9679f7ed8ef834c;905.72
2024-03-14 16:33:23;64fb7a0be9679f7ed8ef834c;984.13
2024-03-14 16:43:23;64fb7a0be9679f7ed8ef834c;976.09
2024-03-14 16:53:23;64fb7a0be9679f7ed8ef834c;971.06
2024-03-14 17:03:23;64fb7a0be9679f7ed8ef834c;969.05
2024-03-14 17:13:23;64fb7a0be9679f7ed8ef834c;988.15
2024-03-14 17:46:13;64fb7a0be9679f7ed8ef834c;1041.43
2024-03-14 17:56:13;64fb7a0be9679f7ed8ef834c;1028.36
2024-03-14 18:06:13;64fb7a0be9679f7ed8ef834c;1081.64
2024-03-14 18:16:13;64fb7a0be9679f7ed8ef834c;1126.87
2024-03-14 18:26:13;64fb7a0be9679f7ed8ef834c;1118.83
2024-03-14 18:36:13;64fb7a0be9679f7ed8ef834c;1110.79
2024-03-14 18:46:13;64fb7a0be9679f7ed8ef834c;1088.67
2024-03-14 18:56:13;64fb7a0be9679f7ed8ef834c;1062.54
2024-03-14 19:06:13;64fb7a0be9679f7ed8ef834c;1121.85
2024-03-14 19:16:13;64fb7a0be9679f7ed8ef834c;1134.92
2024-03-14 19:26:13;64fb7a0be9679f7ed8ef834c;1143.96
2024-03-14 19:36:13;64fb7a0be9679f7ed8ef834c;1106.77
2024-03-14 19:46:13;64fb7a0be9679f7ed8ef834c;1091.69
2024-03-14 19:56:13;64fb7a0be9679f7ed8ef834c;1068.57
2024-03-14 20:06:13;64fb7a0be9679f7ed8ef834c;1010.27
2024-03-14 20:16:13;64fb7a0be9679f7ed8ef834c;939.9
2024-03-14 20:26:13;64fb7a0be9679f7ed8ef834c;949.95
2024-03-14 20:36:13;64fb7a0be9679f7ed8ef834c;921.81
2024-03-14 20:46:13;64fb7a0be9679f7ed8ef834c;890.64
2024-03-14 20:56:13;64fb7a0be9679f7ed8ef834c;848.42
2024-03-14 21:06:13;64fb7a0be9679f7ed8ef834c;825.3
2024-03-14 21:16:13;64fb7a0be9679f7ed8ef834c;829.32
2024-03-14 21:26:13;64fb7a0be9679f7ed8ef834c;864.51
2024-03-14 21:36:13;64fb7a0be9679f7ed8ef834c;823.29
2024-03-14 22:19:12;64fb7a0be9679f7ed8ef834c;800.17
2024-03-14 22:29:12;64fb7a0be9679f7ed8ef834c;828.32
2024-03-14 22:39:12;64fb7a0be9679f7ed8ef834c;827.31
2024-03-14 22:49:12;64fb7a0be9679f7ed8ef834c;805.2
2024-03-14 22:59:12;64fb7a0be9679f7ed8ef834c;809.22
2024-03-14 23:09:12;64fb7a0be9679f7ed8ef834c;782.08
2024-03-14 23:19:12;64fb7a0be9679f7ed8ef834c;783.08
2024-03-14 23:29:12;64fb7a0be9679f7ed8ef834c;770.01
2024-03-14 23:39:12;64fb7a0be9679f7ed8ef834c;796.15
2024-03-14 23:49:12;64fb7a0be9679f7ed8ef834c;816.25
2024-03-14 23:59:12;64fb7a0be9679f7ed8ef834c;1135.92
2024-03-15 00:09:12;64fb7a0be9679f7ed8ef834c;1174.12
2024-03-15 00:19:12;64fb7a0be9679f7ed8ef834c;1581.24
2024-03-15 00:29:12;64fb7a0be9679f7ed8ef834c;1546.06
2024-03-15 00:39:12;64fb7a0be9679f7ed8ef834c;1449.56
2024-03-15 00:49:12;64fb7a0be9679f7ed8ef834c;1285.7
2024-03-15 00:59:12;64fb7a0be9679f7ed8ef834c;1184.17
2024-03-15 01:09:12;64fb7a0be9679f7ed8ef834c;1174.12
2024-03-15 01:19:12;64fb7a0be9679f7ed8ef834c;1109.78
2024-03-15 01:29:12;64fb7a0be9679f7ed8ef834c;1087.67
2024-03-15 01:39:12;64fb7a0be9679f7ed8ef834c;1189.2
2024-03-15 01:49:12;64fb7a0be9679f7ed8ef834c;1147.98
2024-03-15 01:59:12;64fb7a0be9679f7ed8ef834c;1146.98
2024-03-15 02:09:12;64fb7a0be9679f7ed8ef834c;1065.55
2024-03-15 02:53:17;64fb7a0be9679f7ed8ef834c;1124.86
2024-03-15 03:03:17;64fb7a0be9679f7ed8ef834c;1091.69
2024-03-15 03:13:17;64fb7a0be9679f7ed8ef834c;1113.81
2024-03-15 03:23:17;64fb7a0be9679f7ed8ef834c;1112.8
2024-03-15 03:33:17;64fb7a0be9679f7ed8ef834c;1075.61
2024-03-15 03:43:17;64fb7a0be9679f7ed8ef834c;1027.36
2024-03-15 03:53:17;64fb7a0be9679f7ed8ef834c;1096.72
2024-03-15 04:03:17;64fb7a0be9679f7ed8ef834c;1098.73
2024-03-15 04:13:17;64fb7a0be9679f7ed8ef834c;1138.94
2024-03-15 04:23:17;64fb7a0be9679f7ed8ef834c;1041.43
2024-03-15 04:33:17;64fb7a0be9679f7ed8ef834c;1007.25
2024-03-15 04:43:17;64fb7a0be9679f7ed8ef834c;982.12
2024-03-15 04:53:17;64fb7a0be9679f7ed8ef834c;954.98
2024-03-15 05:03:17;64fb7a0be9679f7ed8ef834c;944.93
2024-03-15 05:13:17;64fb7a0be9679f7ed8ef834c;978.1
2024-03-15 05:23:17;64fb7a0be9679f7ed8ef834c;925.83
2024-03-15 05:33:17;64fb7a0be9679f7ed8ef834c;936.88
2024-03-15 05:43:17;64fb7a0be9679f7ed8ef834c;940.9
2024-03-15 05:53:17;64fb7a0be9679f7ed8ef834c;956.99
2024-03-15 06:03:17;64fb7a0be9679f7ed8ef834c;926.83
2024-03-15 06:13:17;64fb7a0be9679f7ed8ef834c;926.83
